Sample	Unassigned_Unmapped	Unassigned_MultiMapping	percent_assigned	Unassigned_MappingQuality	Unassigned_NonSplit	Assigned	Total	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_rRNA	Unassigned_Ambiguity	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_Secondary	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_NoFeatures	not_aligned_percentage	not_aligned	reads_aligned	reads_aligned_percentage	reads_processed	per_tile_sequence_quality	sequence_length_distribution	Total Sequences	File type	per_sequence_gc_content	%GC	overrepresented_sequences	adapter_content	per_base_sequence_content	per_base_sequence_quality	basic_statistics	per_base_n_content	per_sequence_quality_scores	Sequence length	median_sequence_length	total_deduplicated_percentage	Encoding	avg_sequence_length	sequence_duplication_levels	Sequences flagged as poor quality	Total Bases	Filename	quality_trimmed	r_processed	cutadapt_version	r_written	percent_trimmed	bp_written	r_with_adapters	bp_processed	pe_sense	se_antisense	pe_antisense	failed	se_sense
SRX5329176	53600112	0	15.485039233263755	0	0	10462682	67566390	0	0	1784472	5928	0	0	0	0	519386	1193810	79.33	26800056.0	6983139.0	20.67	33783195.0		warn	33783195.0	Conventional base calls	warn	53.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	5.1344590734462345	Sanger / Illumina 1.9	99.04047778784688	fail	0.0	3.3 Gbp	SRX5329176_val_1.fq.gz	4840479	33943858	4.4	33943858	0.7283152374724169	3369663971	11601748	3394385800	0.0271		0.4576	0.5153	
SRX5329177	8356878	0	74.96721357462668	0	0	48851758	65164164	0	0	1126049	35226	0	0	0	0	2542950	4251303	12.82	4178439.0	28403643.0	87.18	32582082.0		warn	32582082.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.509469540576355	Sanger / Illumina 1.9	99.03273645926004	fail	0.0	3.2 Gbp	SRX5329177_val_1.fq.gz	19254832	32706613	4.4	32706613	1.1934406353846545	3231627899	10006056	3270661300	0.0181		0.5857	0.3962	
SRX5329178	46606926	0	13.087551299493978	0	0	7488934	57221812	0	0	1670256	4502	0	0	0	0	351492	1099702	81.45	23303463.0	5307443.0	18.55	28610906.0		warn	28610906.0	Conventional base calls	warn	53.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	6.89305426928158	Sanger / Illumina 1.9	99.02640105140328	fail	0.0	2.8 Gbp	SRX5329178_val_2.fq.gz	16463154	28689523	4.4	28689523	1.002389827115634	2840194214	7365911	2868952300	0.0359		0.4289	0.5352	
SRX5329179	49441104	0	16.49120780232894	0	0	10369214	62877226	0	0	1642401	6872	0	0	0	0	526786	890849	78.63	24720552.0	6718061.0	21.37	31438613.0		warn	31438613.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	6.648368914229239	Sanger / Illumina 1.9	99.10478213526788	fail	0.0	3.1 Gbp	SRX5329179_val_2.fq.gz	4120876	31484834	4.4	31484834	0.6583170805347107	3127756396	10599016	3148483400	0.0167		0.5083	0.475	
SRX5329180	49242630	0	25.71500620111145	0	0	18946904	73680340	0	0	1832785	12690	0	0	0	0	989219	2656112	66.83	24621315.0	12218855.0	33.17	36840170.0		warn	36840170.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.300928479198507	Sanger / Illumina 1.9	98.97936138731173	fail	0.0	3.6 Gbp	SRX5329180_val_2.fq.gz	20371155	36930468	4.4	36930468	0.9955232627975362	3656281660	10159015	3693046800	0.0351		0.5242	0.4407	
SRX5329181	17641692	0	51.55680233924813	0	0	32657847	63343430	0	0	2511129	23152	0	0	0	0	1377150	9132460	27.85	8820846.0	22850869.0	72.15	31671715.0		warn	31671715.0	Conventional base calls	fail	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	11.396630825664433	Sanger / Illumina 1.9	98.79312149657824	fail	0.0	3.1 Gbp	SRX5329181_val_2.fq.gz	5316228	31802803	4.4	31802803	0.7761874637276469	3155595363	10428067	3180280300	0.0726		0.4814	0.446	
SRX5329182	5538386	0	76.49880171278132	0	0	42116605	55055248	0	0	507578	26118	0	0	0	0	2031901	4834660	10.06	2769193.0	24758431.0	89.94	27527624.0		warn	27527624.0	Conventional base calls	fail	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.11163357284863	Sanger / Illumina 1.9	98.86660170888705	fail	0.0	2.7 Gbp	SRX5329182_val_2.fq.gz	4834643	27609958	4.4	27609958	0.7301169382438032	2740837302	8876127	2760995800	0.0239		0.5749	0.4011	
SRX5329183	16816292	0	59.94829718593465	0	0	45676261	76192758	0	0	2083271	32512	0	0	0	0	2042219	9542203	22.07	8408146.0	29688233.0	77.93	38096379.0		warn	38096379.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.427428478689995	Sanger / Illumina 1.9	98.88790811326189	fail	0.0	3.7 Gbp	SRX5329183_val_2.fq.gz	19845786	38199489	4.4	38199489	1.0858783477443898	3778468902	12097202	3819948900	0.0644		0.4822	0.4534	
SRX5329184	50635882	0	29.687681561180383	0	0	24092674	81153774	0	0	3238586	15144	0	0	0	0	1206829	1964659	62.39	25317941.0	15258946.0	37.61	40576887.0		warn	40576887.0	Conventional base calls	fail	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.178186808605644	Sanger / Illumina 1.9	98.95997221275256	fail	0.0	4 Gbp	SRX5329184_val_2.fq.gz	22297468	40683603	4.4	40683603	1.0440762584375822	4025883516	11086903	4068360300	0.0144		0.529	0.4566	
SRX5329185	39396438	0	7.763539900778695	0	0	3494126	45006866	0	0	1060920	2583	0	0	0	0	153186	899613	87.53	19698219.0	2805214.0	12.47	22503433.0		warn	22503433.0	Conventional base calls	fail	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	7.255125508586002	Sanger / Illumina 1.9	98.9162462456284	fail	0.0	2.2 Gbp	SRX5329185_val_2.fq.gz	3555929	22561485	4.4	22561485	0.8292449278050624	2237439503	7779061	2256148500	0.0611		0.4165	0.5224	
SRX5329186	45258290	0	3.331539507179959	0	0	1598452	47979380	0	0	622488	1302	0	0	0	0	65215	433633	94.33	22629145.0	1360545.0	5.67	23989690.0		warn	23989690.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	5.746240645744328	Sanger / Illumina 1.9	99.04160362222272	fail	0.0	2.3 Gbp	SRX5329186_val_2.fq.gz	3472403	24039789	4.4	24039789	0.6860092241242217	2387487383	8174791	2403978900	0.054		0.3946	0.5514	
SRX5329187	24399880	0	43.918422555092974	0	0	23804789	54202286	0	0	1273223	14490	0	0	0	0	1244443	3465461	45.02	12199940.0	14901203.0	54.98	27101143.0		warn	27101143.0	Conventional base calls	fail	49.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	10.035477360997238	Sanger / Illumina 1.9	98.84900419144684	fail	0.0	2.6 Gbp	SRX5329187_val_2.fq.gz	21716236	27226711	4.4	27226711	1.302467565766574	2687209192	8174988	2722671100	0.0381		0.5407	0.4212	
SRX5329188	35970112	0	35.09119804725441	0	0	23216903	66161614	0	0	2910500	14344	0	0	0	0	1130814	2918941	54.37	17985056.0	15095751.0	45.63	33080807.0		warn	33080807.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	6.879343172899595	Sanger / Illumina 1.9	98.98187646994222	fail	0.0	3.2 Gbp	SRX5329188_val_1.fq.gz	16969380	33164008	4.4	33164008	0.9822234393382128	3283826334	9314085	3316400800	0.0336		0.4679	0.4985	
SRX5329189	44728750	0	15.400975778109787	0	0	9435369	61264748	0	0	4033999	6655	0	0	0	0	366871	2693104	73.01	22364375.0	8267999.0	26.99	30632374.0		warn	30632374.0	Conventional base calls	fail	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.015582232760466	Sanger / Illumina 1.9	99.03839349832958	fail	0.0	3 Gbp	SRX5329189_val_1.fq.gz	19845655	31343712	4.4	31343712	2.608708949342056	3052604578	10948835	3134371200	0.0496		0.3836	0.5669	
SRX5329190	62258306	0	9.732924150996922	0	0	7163475	73600440	0	0	2078981	5457	0	0	0	0	303934	1790287	84.59	31129153.0	5671067.0	15.41	36800220.0		warn	36800220.0	Conventional base calls	fail	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	7.325629918999482	Sanger / Illumina 1.9	98.9808080495171	fail	0.0	3.6 Gbp	SRX5329190_val_2.fq.gz	22291026	36903184	4.4	36903184	1.0475048982223325	3651662134	9455623	3690318400	0.0593		0.425	0.5157	
SRX5329191	61700792	0	12.568196366475709	0	0	9395642	74757282	0	0	1867285	5788	0	0	0	0	449975	1337800	82.53	30850396.0	6528245.0	17.47	37378641.0		warn	37378641.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	6.664922987219713	Sanger / Illumina 1.9	98.96736368772744	fail	0.0	3.7 Gbp	SRX5329191_val_2.fq.gz	5359905	37478678	4.4	37478678	0.7492401146059634	3719787271	12789133	3747867800	0.0356		0.4293	0.5352	
SRX5329192	48976566	0	18.763295594259137	0	0	12534295	66802204	0	0	2838153	7034	0	0	0	0	633755	1812401	73.32	24488283.0	8912819.0	26.68	33401102.0		warn	33401102.0	Conventional base calls	fail	52.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	8.232545322584192	Sanger / Illumina 1.9	98.47468553582452	fail	0.0	3.2 Gbp	SRX5329192_val_2.fq.gz	20724289	34294248	4.4	34294248	3.029113366183157	3325543635	12900032	3429424800	0.0287		0.485	0.4863	
SRX5329193	39766352	0	35.56925001335244	0	0	25040439	70399120	0	0	1768831	14358	0	0	0	0	1224994	2584146	56.49	19883176.0	15316384.0	43.51	35199560.0		warn	35199560.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.42545547377549	Sanger / Illumina 1.9	98.96041081195334	fail	0.0	3.4 Gbp	SRX5329193_val_2.fq.gz	21994945	35305646	4.4	35305646	1.0707238439993425	3492762003	9706840	3530564600	0.0257		0.5152	0.4591	
SRX5329194	49588864	0	25.43490103055684	0	0	18517956	72805300	0	0	2214896	12874	0	0	0	0	948889	1521821	68.11	24794432.0	11608218.0	31.89	36402650.0		warn	36402650.0	Conventional base calls	warn	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.456979590109239	Sanger / Illumina 1.9	99.017685855288	fail	0.0	3.6 Gbp	SRX5329194_val_2.fq.gz	19193417	36487288	4.4	36487288	0.9612736907166134	3613654530	9646124	3648728800	0.0149		0.5399	0.4453	
SRX6700162	3406460	0	83.13557653681805	0	0	61689032	74202928	0	0	364932	41859	0	0	0	0	3869962	4830683	4.59	1703230.0	35398234.0	95.41	37101464.0		warn	37101464.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.938156573205479	Sanger / Illumina 1.9	120.65768625734016	fail	0.0	4.4 Gbp	SRX6700162_val_1.fq.gz	45342321	37358855	4.4	37358855	4.356176873159794	4502161087	17310679	4707215730	0.0156		0.5791	0.4053	
SRX6700163	2728838	0	82.53242021769375	0	0	56017804	67873696	0	0	135590	39602	0	0	0	0	3729355	5222507	4.02	1364419.0	32572429.0	95.98	33936848.0		warn	33936848.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.964268533344622	Sanger / Illumina 1.9	121.31670124461763	fail	0.0	4.1 Gbp	SRX6700163_val_1.fq.gz	200243203	34246837	4.4	34246837	6.943490822603512	4015482788	12799396	4315101462	0.0146		0.6369	0.3486	
SRX6700164	3891454	0	82.4129698403439	0	0	68234509	82795838	0	0	654175	44659	0	0	0	0	4372601	5598440	4.7	1945727.0	39452192.0	95.3	41397919.0		warn	41397919.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.233694040060577	Sanger / Illumina 1.9	119.73847443877554	fail	0.0	4.9 Gbp	SRX6700164_val_1.fq.gz	215759316	41675613	4.4	41675613	7.4378340553933455	4860557108	17960504	5251127238	0.0163		0.5769	0.4068	
SRX6700165	3338362	0	80.93809430673201	0	0	68454596	84576486	0	0	155512	44050	0	0	0	0	4112318	8471648	3.95	1669181.0	40619062.0	96.05	42288243.0		warn	42288243.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.804518125550297	Sanger / Illumina 1.9	121.55444670519888	fail	0.0	5.1 Gbp	SRX6700165_val_1.fq.gz	58574107	42557864	4.4	42557864	3.6591564683164863	5166076251	18884442	5362290864	0.0212		0.607	0.3717	
SRX6700166	4141428	0	79.81915156923975	0	0	58241784	72967180	0	0	620232	34566	0	0	0	0	3628822	6300348	5.68	2070714.0	34412876.0	94.32	36483590.0		warn	36483590.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	9.812937655624742	Sanger / Illumina 1.9	119.50268460422892	fail	0.0	4.3 Gbp	SRX6700166_val_1.fq.gz	61885922	36763815	4.4	36763815	5.279267710072293	4387692303	17588898	4632240690	0.0255		0.5566	0.4179	
SRX6700168	3202220	0	81.88765381289402	0	0	65047579	79435148	0	0	336629	42162	0	0	0	0	3908146	6898412	4.03	1601110.0	38116464.0	95.97	39717574.0		warn	39717574.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.520886055643698	Sanger / Illumina 1.9	118.84963998556408	fail	0.0	4.7 Gbp	SRX6700168_val_2.fq.gz	179102520	39959781	4.4	39959781	6.23216974325355	4721146872	16877977	5034932406	0.0262		0.5496	0.4241	
SRX6700169	3058396	0	81.2882149008611	0	0	57042023	70172562	0	0	643296	34238	0	0	0	0	3343311	6051298	4.36	1529198.0	33557083.0	95.64	35086281.0		warn	35086281.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.514336553882195	Sanger / Illumina 1.9	118.45489771343962	fail	0.0	4.1 Gbp	SRX6700169_val_2.fq.gz	83701166	35372372	4.4	35372372	4.570477001045129	4253216420	16379644	4456918872	0.0269		0.5294	0.4437	
SRX6700170	3267368	0	81.72540573040013	0	0	66985338	81963910	0	0	269256	42363	0	0	0	0	3867803	7531782	3.99	1633684.0	39348271.0	96.01	40981955.0		warn	40981955.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.988819200395035	Sanger / Illumina 1.9	120.2483912004686	fail	0.0	4.9 Gbp	SRX6700170_val_1.fq.gz	195322550	41221985	4.4	41221985	6.801618964264698	4840696054	18075992	5193970110	0.028		0.532	0.44	
SRX6700171	4075516	0	74.053448903235	0	0	65559582	88530086	0	0	740651	52421	0	0	0	0	2944063	15157853	4.6	2037758.0	42227285.0	95.4	44265043.0		warn	44265043.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	10.713330056050223	Sanger / Illumina 1.9	120.75024725492754	fail	0.0	5.3 Gbp	SRX6700171_val_1.fq.gz	58711765	44531620	4.4	44531620	4.278876839879561	5370897020	19973729	5610984120	0.0587		0.5	0.4413	
SRX6700172	3544634	0	73.9390406270507	0	0	59396997	80332388	0	0	346724	51217	0	0	0	0	2916707	14076109	4.41	1772317.0	38393877.0	95.59	40166194.0		warn	40166194.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	11.667640078184949	Sanger / Illumina 1.9	120.99082728624973	fail	0.0	4.8 Gbp	SRX6700172_val_1.fq.gz	63116606	40413883	4.4	40413883	4.093445192568234	4883704919	17905714	5092149258	0.0625		0.5051	0.4325	
SRX6700173	3197144	0	72.08924943026807	0	0	50428646	69953074	0	0	568473	42779	0	0	0	0	2432713	13283319	4.57	1598572.0	33377965.0	95.43	34976537.0		warn	34976537.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	12.966172055940325	Sanger / Illumina 1.9	121.23119781698227	fail	0.0	4.2 Gbp	SRX6700173_val_1.fq.gz	175346849	35211323	4.4	35211323	6.279590417773752	4158024713	14261727	4436626698	0.0685		0.4832	0.4483	
SRX6700174	3548152	0	82.47230155621762	0	0	67467324	81806040	0	0	711289	48787	0	0	0	0	4511310	5519178	4.34	1774076.0	39128944.0	95.66	40903020.0		warn	40903020.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.58304884840486	Sanger / Illumina 1.9	121.42599204166342	fail	0.0	4.9 Gbp	SRX6700174_val_1.fq.gz	228514603	41194230	4.4	41194230	6.660009277227756	4844786998	15908131	5190472980	0.0143		0.6054	0.3803	
SRX6700175	3200616	0	82.94457392088725	0	0	60475496	72910732	0	0	523015	42306	0	0	0	0	3908453	4760846	4.39	1600308.0	34855058.0	95.61	36455366.0		warn	36455366.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-126	126	9.425719153635995	Sanger / Illumina 1.9	120.8564320270437	fail	0.0	4.4 Gbp	SRX6700175_val_1.fq.gz	57208165	36758439	4.4	36758439	4.210824440432123	4436536314	16615783	4631563314	0.0176		0.5891	0.3932	
SRX6700176	3352858	0	82.29938493234965	0	0	67768966	82344438	0	0	232937	49493	0	0	0	0	4961043	5979141	4.07	1676429.0	39495790.0	95.93	41172219.0		warn	41172219.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.632561864869373	Sanger / Illumina 1.9	120.09623610522424	fail	0.0	4.9 Gbp	SRX6700176_val_1.fq.gz	53392983	41437418	4.4	41437418	4.788528138106773	4971100123	20125844	5221114668	0.0177		0.5898	0.3925	
SRX6700177	2738146	0	81.97530917001207	0	0	47915265	58450850	0	0	158857	29920	0	0	0	0	3127787	4480875	4.68	1369073.0	27856352.0	95.32	29225425.0		warn	29225425.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	10.19807517549855	Sanger / Illumina 1.9	121.11009598662808	fail	0.0	3.5 Gbp	SRX6700177_val_1.fq.gz	139545714	29425882	4.4	29425882	6.263906671393182	3475416699	12022951	3707661132	0.0192		0.5742	0.4066	
SRX6700178	2970848	0	82.72549048354469	0	0	48300995	58387076	0	0	174929	30918	0	0	0	0	2962729	3946657	5.09	1485424.0	27708114.0	94.91	29193538.0		warn	29193538.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	10.096180469171085	Sanger / Illumina 1.9	118.41169371112196	fail	0.0	3.4 Gbp	SRX6700178_val_2.fq.gz	161889422	29428781	4.4	29428781	6.740898732423968	3458072101	11556013	3708026406	0.0185		0.5709	0.4107	
SRX6700179	11669748	0	68.61784494588628	0	0	55247065	80514136	0	0	5610600	32322	0	0	0	0	3352799	4601602	14.49	5834874.0	34422194.0	85.51	40257068.0		warn	40257068.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.280893133486627	Sanger / Illumina 1.9	118.51173232486778	fail	0.0	4.7 Gbp	SRX6700179_val_2.fq.gz	55324692	40557986	4.4	40557986	3.620302961429022	4925297668	17315485	5110306236	0.016		0.5263	0.4577	
SRX6700180	21157462	0	57.63415701244233	0	0	55319605	95984062	0	0	11445156	30742	0	0	0	0	3089184	4941913	22.04	10578731.0	37413300.0	77.96	47992031.0		warn	47992031.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	7.013783673183799	Sanger / Illumina 1.9	118.21875119225524	fail	0.0	5.6 Gbp	SRX6700180_val_2.fq.gz	250393802	48302062	4.4	48302062	6.740763017003356	5675812943	19937754	6086059812	0.0201		0.4539	0.526	
SRX6700181	2051134	0	83.79750079718808	0	0	56536828	67468394	0	0	319532	32821	0	0	0	0	3318897	5209182	3.04	1025567.0	32708630.0	96.96	33734197.0		warn	33734197.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.376036699439062	Sanger / Illumina 1.9	118.69242009821666	fail	0.0	4 Gbp	SRX6700181_val_2.fq.gz	45347468	33933614	4.4	33933614	3.9856015420495527	4105225575	15138467	4275635364	0.023		0.5324	0.4445	
SRX6700182	13659434	0	65.53179267708977	0	0	57500553	87744514	0	0	8300555	29611	0	0	0	0	3100329	5154032	15.57	6829717.0	37042540.0	84.43	43872257.0		warn	43872257.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	7.276174641626801	Sanger / Illumina 1.9	117.78666429219724	fail	0.0	5.1 Gbp	SRX6700182_val_2.fq.gz	61517044	44142686	4.4	44142686	4.663894727117205	5302573617	20413515	5561978436	0.0191		0.4753	0.5056	
SRX6700183	2304522	0	73.21875498436184	0	0	44078266	60200786	0	0	673231	33744	0	0	0	0	1881718	11229305	3.83	1152261.0	28948132.0	96.17	30100393.0		warn	30100393.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.860168660572803	Sanger / Illumina 1.9	118.42744867151734	fail	0.0	3.5 Gbp	SRX6700183_val_2.fq.gz	131467871	30265252	4.4	30265252	6.5028077177653865	3565442268	13273390	3813421752	0.0519		0.4666	0.4815	
SRX6700184	3626516	0	72.29434917261031	0	0	57836811	80001842	0	0	1909503	47612	0	0	0	0	2648613	13932787	4.53	1813258.0	38187663.0	95.47	40000921.0		warn	40000921.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.502105090245378	Sanger / Illumina 1.9	118.50451310858568	fail	0.0	4.7 Gbp	SRX6700184_val_2.fq.gz	209427136	40303368	4.4	40303368	6.625248878723824	4741779365	16846385	5078224368	0.059		0.4712	0.4698	
SRX6700185	3056010	0	74.20189635420599	0	0	57253600	77159214	0	0	1382665	43233	0	0	0	0	2320507	13103199	3.96	1528005.0	37051602.0	96.04	38579607.0		warn	38579607.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.755952737443462	Sanger / Illumina 1.9	117.656877557099	fail	0.0	4.5 Gbp	SRX6700185_val_2.fq.gz	54156098	38994162	4.4	38994162	4.435032062752335	4695359560	17483769	4913264412	0.0494		0.4699	0.4807	
SRX6922015	2427200	0	76.50168091781137	0	0	14462756	18905148	0	0	8090	12445	0	0	0	0	916181	1078476	12.84	1213600.0	8238974.0	87.16	9452574.0		warn	9452574.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.40588924502787	Sanger / Illumina 1.9	147.5457595994488	fail	0.0	1.3 Gbp	SRX6922015_val_1.fq.gz	3649769	9479933	4.4	9479933	1.365377301013977	1402574422	3330856	1421989950	0.0207		0.577	0.4023	
SRX6922016	1492164	0	77.97746526531235	0	0	9070476	11632176	0	0	4029	7612	0	0	0	0	518679	539216	12.83	746082.0	5070006.0	87.17	5816088.0		warn	5816088.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	20.3678282261436	Sanger / Illumina 1.9	147.51412925664124	fail	0.0	861.1 Mbp	SRX6922016_val_1.fq.gz	2792522	5830798	4.4	5830798	1.3709467097528218	862629130	2016147	874619700	0.0161		0.5788	0.4052	
SRX6922017	1872692	0	80.41973038215679	0	0	17246743	21445910	0	0	4904	15433	0	0	0	0	1062874	1243264	8.73	936346.0	9786609.0	91.27	10722955.0		warn	10722955.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.885660346744707	Sanger / Illumina 1.9	148.11814439210087	fail	0.0	1.5 Gbp	SRX6922017_val_1.fq.gz	22926289	10739613	4.4	10739613	2.098868553270961	1577130396	3384872	1610941950	0.0201		0.5672	0.4127	
SRX6922018	1130642	0	81.75053838348467	0	0	13237039	16191990	0	0	5406	11843	0	0	0	0	821333	985727	6.98	565321.0	7530674.0	93.02	8095995.0		warn	8095995.0	Conventional base calls	warn	47.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	20.60731054172852	Sanger / Illumina 1.9	146.377436250887	fail	0.0	1.1 Gbp	SRX6922018_val_2.fq.gz	17562226	8107854	4.4	8107854	2.200035422443473	1189421751	2601805	1216178100	0.0211		0.562	0.4169	
SRX6922019	2355050	0	78.74114242884004	0	0	22815635	28975494	0	0	6680	13510	0	0	0	0	1364206	2420413	8.13	1177525.0	13310222.0	91.87	14487747.0		warn	14487747.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.01995554934035	Sanger / Illumina 1.9	147.2656017529848	fail	0.0	2.1 Gbp	SRX6922019_val_2.fq.gz	3280997	14503864	4.4	14503864	1.0250334669437051	2153279181	4999616	2175579600	0.0334		0.5972	0.3694	
SRX6922020	1604996	0	76.81623865297055	0	0	13610696	17718514	0	0	4826	9008	0	0	0	0	843834	1645154	9.06	802498.0	8056759.0	90.94	8859257.0		warn	8859257.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	21.20066647040672	Sanger / Illumina 1.9	147.16850397273723	fail	0.0	1.3 Gbp	SRX6922020_val_2.fq.gz	10248303	8870399	4.4	8870399	1.6439194373706678	1308686518	3067167	1330559850	0.0373		0.5783	0.3845	
SRX6922021	1920292	0	77.24584340905996	0	0	16925139	21910744	0	0	6900	11163	0	0	0	0	1044425	2002825	8.76	960146.0	9995226.0	91.24	10955372.0		warn	10955372.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.528500700288287	Sanger / Illumina 1.9	147.23093437630416	fail	0.0	1.6 Gbp	SRX6922021_val_2.fq.gz	2717720	10970213	4.4	10970213	1.0407267388518346	1628406459	3768739	1645531950	0.0368		0.5789	0.3843	
SRX6922023	1406078	0	81.76729415516691	0	0	14511626	17747470	0	0	6288	12794	0	0	0	0	862772	947912	7.92	703039.0	8170696.0	92.08	8873735.0		warn	8873735.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	20.557507142062374	Sanger / Illumina 1.9	146.25456529860313	fail	0.0	1.3 Gbp	SRX6922023_val_2.fq.gz	21049610	8890888	4.4	8890888	2.3286498866404948	1302577552	2836861	1333633200	0.0167		0.5808	0.4025	
SRX6922024	1302216	0	82.0787130395662	0	0	15704698	19133704	0	0	7956	13670	0	0	0	0	975218	1129946	6.81	651108.0	8915744.0	93.19	9566852.0		warn	9566852.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.424785848171386	Sanger / Illumina 1.9	146.34825342756426	fail	0.0	1.4 Gbp	SRX6922024_val_2.fq.gz	19015385	9580513	4.4	9580513	2.218980271028632	1405188496	3136468	1437076950	0.0201		0.5773	0.4026	
SRX6922025	1346758	0	81.51930601934914	0	0	15346355	18825424	0	0	7988	13625	0	0	0	0	973691	1137007	7.15	673379.0	8739333.0	92.85	9412712.0		warn	9412712.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.33416858217195	Sanger / Illumina 1.9	146.24624582160806	fail	0.0	1.3 Gbp	SRX6922025_val_2.fq.gz	3152386	9433735	4.4	9433735	1.2123693673113918	1397904493	3349174	1415060250	0.0214		0.5714	0.4072	
SRX6922026	2310378	0	79.31268082514788	0	0	18919672	23854536	0	0	11428	18422	0	0	0	0	1174247	1420389	9.69	1155189.0	10772079.0	90.31	11927268.0		warn	11927268.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	21.399957156773624	Sanger / Illumina 1.9	144.75873175650955	fail	0.0	1.7 Gbp	SRX6922026_val_2.fq.gz	12968060	11954856	4.4	11954856	1.4889105593018714	1766528833	3430379	1793228400	0.0208		0.5731	0.4061	
