Sample	Unassigned_Unmapped	Unassigned_MultiMapping	percent_assigned	Unassigned_MappingQuality	Unassigned_NonSplit	Assigned	Total	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_rRNA	Unassigned_Ambiguity	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_Secondary	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_NoFeatures	not_aligned_percentage	not_aligned	reads_aligned	reads_aligned_percentage	reads_processed	per_tile_sequence_quality	sequence_length_distribution	Total Sequences	File type	per_sequence_gc_content	%GC	overrepresented_sequences	adapter_content	per_base_sequence_content	per_base_sequence_quality	basic_statistics	per_base_n_content	per_sequence_quality_scores	Sequence length	median_sequence_length	total_deduplicated_percentage	Encoding	avg_sequence_length	sequence_duplication_levels	Sequences flagged as poor quality	Total Bases	Filename	quality_trimmed	r_processed	cutadapt_version	r_written	percent_trimmed	bp_written	r_with_adapters	bp_processed	pe_sense	se_antisense	pe_antisense	failed	se_sense
SRX6922027	2290368	0	79.46631362824192	0	0	19020019	23934694	0	0	10228	18723	0	0	0	0	1165557	1429799	9.57	1145184.0	10822163.0	90.43	11967347.0		warn	11967347.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	21.33834198355156	Sanger / Illumina 1.9	144.5465454457032	fail	0.0	1.7 Gbp	SRX6922027_val_2.fq.gz	50759227	11997303	4.4	11997303	3.571513364295292	1735322658	3111032	1799595450	0.0214		0.5756	0.403	
SRX6922028	1886598	0	79.67720422694613	0	0	15861451	19907138	0	0	6439	15203	0	0	0	0	980950	1156497	9.48	943299.0	9010270.0	90.52	9953569.0		warn	9953569.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.266955913870238	Sanger / Illumina 1.9	147.2537625448721	fail	0.0	1.4 Gbp	SRX6922028_val_1.fq.gz	41753756	9979435	4.4	9979435	3.5871492390768283	1443218666	2595047	1496915250	0.0209		0.5749	0.4041	
SRX6922029	1342648	0	81.5801843164894	0	0	15373944	18845194	0	0	9445	13492	0	0	0	0	967223	1138442	7.12	671324.0	8751273.0	92.88	9422597.0		warn	9422597.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	17.563259947782097	Sanger / Illumina 1.9	147.99270211811032	fail	0.0	1.3 Gbp	SRX6922029_val_1.fq.gz	3051624	9439806	4.4	9439806	1.0164998447355098	1401577558	3279208	1415970900	0.0203		0.5675	0.4122	
SRX7101023	5323250	0	79.82214415748642	0	0	61165316	76627002	0	0	2462914	46218	0	0	0	0	3532548	4096756	6.95	2661625.0	35651876.0	93.05	38313501.0		warn	38313501.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	8.78042114993871	Sanger / Illumina 1.9	117.25444866027776	fail	0.0	4.4 Gbp	SRX7101023_val_2.fq.gz	63628141	38601924	4.4	38601924	4.707782839964801	4634863285	17820560	4863842424	0.0169		0.5706	0.4124	
SRX7101024	1254858	0	86.1705613386804	0	0	60582158	70304936	0	0	742286	46006	0	0	0	0	3512263	4167365	1.78	627429.0	34525039.0	98.22	35152468.0		warn	35152468.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	8.682837829476634	Sanger / Illumina 1.9	112.72233989374516	fail	0.0	3.9 Gbp	SRX7101024_val_2.fq.gz	110722357	35458017	4.4	35458017	5.938443152474326	4202397715	16880773	4467710142	0.0182		0.5847	0.3971	
SRX7101025	1232112	0	86.11007542663	0	0	62191080	72222768	0	0	903645	47370	0	0	0	0	3604570	4243991	1.71	616056.0	35495328.0	98.29	36111384.0		warn	36111384.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	8.423515405755618	Sanger / Illumina 1.9	113.79367647609408	fail	0.0	4.1 Gbp	SRX7101025_val_2.fq.gz	381811929	36397642	4.4	36397642	10.339701837635962	4111913527	13647270	4586102892	0.0178		0.5833	0.3989	
SRX7101026	1271018	0	87.2335215383477	0	0	55597451	63734044	0	0	999268	27746	0	0	0	0	2912555	2926006	1.99	635509.0	31231513.0	98.01	31867022.0		warn	31867022.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	7.852873639121826	Sanger / Illumina 1.9	117.92148036299092	fail	0.0	3.7 Gbp	SRX7101026_val_2.fq.gz	196487829	32142905	4.4	32142905	7.168519524401795	3759680557	12554856	4050006030	0.0067		0.5557	0.4376	
SRX7101027	1340272	0	87.88948291728241	0	0	63057772	71746664	0	0	910047	30354	0	0	0	0	3281156	3127063	1.87	670136.0	35203196.0	98.13	35873332.0		warn	35873332.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	6.938434203197591	Sanger / Illumina 1.9	114.13648704279824	fail	0.0	4 Gbp	SRX7101027_val_2.fq.gz	107112676	36165886	4.4	36165886	4.798419243298321	4338242391	15815209	4556901636	0.0074		0.5442	0.4484	
SRX7101028	1591478	0	88.21379294071704	0	0	67442571	76453544	0	0	619807	32939	0	0	0	0	3315306	3451443	2.08	795739.0	37431033.0	97.92	38226772.0		warn	38226772.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	7.348532549468391	Sanger / Illumina 1.9	119.87208388927006	fail	0.0	4.5 Gbp	SRX7101028_val_1.fq.gz	91323508	38587949	4.4	38587949	4.996346653232848	4619155124	17157201	4862081574	0.007		0.543	0.45	
SRX7101029	1962386	0	85.6286150632443	0	0	69920818	81655902	0	0	385401	51390	0	0	0	0	3911594	5424313	2.4	981193.0	39846758.0	97.6	40827951.0		warn	40827951.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	9.776819996794028	Sanger / Illumina 1.9	120.51409001642035	fail	0.0	4.9 Gbp	SRX7101029_val_1.fq.gz	233626021	41120555	4.4	41120555	7.17635083877344	4809369563	16735989	5181189930	0.0189		0.5769	0.4042	
SRX7101030	1691310	0	86.15022173539057	0	0	62318591	72337122	0	0	361453	43041	0	0	0	0	3511264	4411463	2.34	845655.0	35322906.0	97.66	36168561.0		warn	36168561.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.17494141973068	Sanger / Illumina 1.9	118.1650701834668	fail	0.0	4.2 Gbp	SRX7101030_val_2.fq.gz	59741976	36471868	4.4	36471868	3.823583647956778	4419744288	15340471	4595455368	0.0151		0.5781	0.4068	
SRX7101031	1985392	0	85.2709700100292	0	0	59590676	69883896	0	0	390090	42268	0	0	0	0	3386899	4488571	2.84	992696.0	33949252.0	97.16	34941948.0		warn	34941948.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.457563834916357	Sanger / Illumina 1.9	118.30874620957024	fail	0.0	4.1 Gbp	SRX7101031_val_2.fq.gz	202847121	35245167	4.4	35245167	6.865902813564233	4135983779	13709073	4440891042	0.0175		0.5732	0.4094	
SRX7101032	2135118	0	83.23311023900115	0	0	63612704	76427162	0	0	563744	35640	0	0	0	0	3620654	6459302	2.79	1067559.0	37146022.0	97.21	38213581.0		warn	38213581.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.43151341473055	Sanger / Illumina 1.9	118.39910012620906	fail	0.0	4.5 Gbp	SRX7101032_val_2.fq.gz	208679646	38476340	4.4	38476340	6.632430949876424	4526477338	15375151	4848018840	0.0231		0.4986	0.4783	
SRX7101033	2410444	0	84.60011893998325	0	0	63952976	75594428	0	0	321947	29022	0	0	0	0	3967613	4912426	3.19	1205222.0	36591992.0	96.81	37797214.0		warn	37797214.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.582680963527048	Sanger / Illumina 1.9	117.2750111688126	fail	0.0	4.4 Gbp	SRX7101033_val_2.fq.gz	64639578	38077568	4.4	38077568	4.809904338528383	4567005249	17364126	4797773568	0.0175		0.533	0.4495	
SRX7101034	4765110	0	79.92614314637187	0	0	64122414	80227084	0	0	2341222	29757	0	0	0	0	3924367	5044214	5.94	2382555.0	37730987.0	94.06	40113542.0		warn	40113542.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.453332234584412	Sanger / Illumina 1.9	117.066607705697	fail	0.0	4.6 Gbp	SRX7101034_val_2.fq.gz	69900943	40397480	4.4	40397480	5.137644134992485	4828572156	18865750	5090082480	0.017		0.5202	0.4628	
SRX7101035	10076612	0	61.73054621875197	0	0	42154006	68287110	0	0	542014	34641	0	0	0	0	2855067	12624770	14.76	5038306.0	29105249.0	85.24	34143555.0		warn	34143555.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	19.026767787515407	Sanger / Illumina 1.9	118.25656748396588	fail	0.0	4 Gbp	SRX7101035_val_2.fq.gz	185592443	34433857	4.4	34433857	6.901708088207468	4039223921	15525438	4338665982	0.0903		0.4401	0.4696	
SRX7101036	9838433	0	38.6180824520264	0	0	30566091	79149686	0	0	562382	24028	0	0	0	0	2024321	36134431	12.43	9838433.0	69311253.0	87.57	79149686.0		warn	79149686.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	11.5146764989574	Sanger / Illumina 1.9	110.3971407669261	fail	0.0	8.7 Gbp	SRX7101036_trimmed.fq.gz	451341599	79431504	4.4	79431504	7.255560332177617	8729229598	32180367	9412132554		0.5875		0.3934	0.0191
SRX7101037	11170552	0	38.16543391339393	0	0	27206699	71286230	0	0	82917	22087	0	0	0	0	1655420	31148555	15.67	11170552.0	60115678.0	84.33	71286230.0		warn	71286230.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	13.321819032948362	Sanger / Illumina 1.9	107.53157280164768	fail	0.0	7.6 Gbp	SRX7101037_trimmed.fq.gz	437198183	71594379	4.4	71594379	7.2418603328399636	7653456043	27856035	8250980529		0.6087		0.3763	0.015
SRX7101038	8029365	0	40.36362908730984	0	0	32214415	79810502	0	0	173734	26313	0	0	0	0	2055534	37311141	10.06	8029365.0	71781137.0	89.94	79810502.0		warn	79810502.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	11.300749102319118	Sanger / Illumina 1.9	111.60607920997666	fail	0.0	8.8 Gbp	SRX7101038_trimmed.fq.gz	457821280	80131547	4.4	80131547	6.917494425832683	8900141665	31065902	9561562197		0.6002		0.383	0.0169
SRX7101039	9518792	0	39.573855749175216	0	0	32020682	80913728	0	0	193755	19358	0	0	0	0	1854938	37306203	11.76	9518792.0	71394936.0	88.24	80913728.0		warn	80913728.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	11.14903701528005	Sanger / Illumina 1.9	109.84260114674235	fail	0.0	8.8 Gbp	SRX7101039_trimmed.fq.gz	450866701	81185554	4.4	81185554	7.24512133761931	8878296917	32999361	9571784304		0.6026		0.3767	0.0207
SRX7101040	8498145	0	40.1104081563814	0	0	33283512	82979739	0	0	205614	20712	0	0	0	0	1973500	38998256	10.24	8498145.0	74481594.0	89.76	82979739.0		warn	82979739.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	10.51454396940234	Sanger / Illumina 1.9	110.56085147484012	fail	0.0	9.1 Gbp	SRX7101040_trimmed.fq.gz	470193781	83253400	4.4	83253400	7.517294076751792	9165933193	35034406	9910969950		0.6127		0.3681	0.0191
SRX7101041	9444515	0	38.07953889363977	0	0	26510459	69618645	0	0	861887	16022	0	0	0	0	1509753	31276009	13.57	9444515.0	60174130.0	86.43	69618645.0		warn	69618645.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	12.000325884238842	Sanger / Illumina 1.9	112.56772483865493	fail	0.0	7.8 Gbp	SRX7101041_trimmed.fq.gz	241423447	69879896	4.4	69879896	5.464782984916902	7828027826	28197443	8280541446		0.5942		0.3886	0.0172
SRX7551986	979324	0	81.5880113959979	0	0	11018536	13505092	0	0	7681	11292	0	0	0	0	647341	840918	7.25	489662.0	6262884.0	92.75	6752546.0		warn	6752546.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	22.28410629038621	Sanger / Illumina 1.9	147.69705263762734	fail	0.0	1 Gbp	SRX7551986_val_2.fq.gz	4458627	6757618	4.4	6757618	1.2589743900883417	1000881198	2217195	1013642700	0.0178		0.5774	0.4047	
SRX7551987	938602	0	82.03811415360254	0	0	10529610	12835022	0	0	12685	10882	0	0	0	0	636045	707198	7.31	469301.0	5948210.0	92.69	6417511.0		warn	6417511.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	23.07394480359349	Sanger / Illumina 1.9	147.63736828811045	fail	0.0	950.7 Mbp	SRX7551987_val_2.fq.gz	833636	6423648	4.4	6423648	0.913650000747239	954743751	2218441	963547200	0.0165		0.5886	0.3949	
SRX7551988	507886	0	81.92665291559425	0	0	6981791	8522002	0	0	62357	6434	0	0	0	0	421604	541930	5.96	253943.0	4007058.0	94.04	4261001.0		warn	4261001.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	23.502403359467586	Sanger / Illumina 1.9	147.85587799674303	fail	0.0	632.3 Mbp	SRX7551988_val_1.fq.gz	401421	4264158	4.4	4264158	1.0722495117050854	632765338	1505424	639623700	0.0214		0.5758	0.4027	
SRX7551989	709464	0	81.87198732594278	0	0	9484033	11583978	0	0	38311	9161	0	0	0	0	582274	760735	6.12	354732.0	5437257.0	93.88	5791989.0		warn	5791989.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	21.72954590849856	Sanger / Illumina 1.9	147.92473846203782	fail	0.0	859.9 Mbp	SRX7551989_val_1.fq.gz	4018576	5796894	4.4	5796894	1.4000801118668031	857359926	1914095	869534100	0.022		0.5723	0.4058	
SRX7551990	725964	0	82.32500134788216	0	0	9925061	12055950	0	0	30751	9370	0	0	0	0	576213	788591	6.02	362982.0	5664993.0	93.98	6027975.0		warn	6027975.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	22.71852488479897	Sanger / Illumina 1.9	147.196373740767	fail	0.0	890.3 Mbp	SRX7551990_val_2.fq.gz	576719	6033161	4.4	6033161	1.2106825371752332	894017786	2153642	904974150	0.0205		0.56	0.4194	
SRX7551991	580922	0	82.93613844041583	0	0	8739588	10537732	0	0	12043	8208	0	0	0	0	539973	656998	5.51	290461.0	4978405.0	94.49	5268866.0		warn	5268866.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	24.47823053915526	Sanger / Illumina 1.9	147.44576764715595	fail	0.0	779.5 Mbp	SRX7551991_val_2.fq.gz	3950128	5273755	4.4	5273755	1.4480914136764664	779607931	1739375	791063250	0.0204		0.5749	0.4047	
SRX8694706	306500	0	86.11812963371537	0	0	6596554	7659890	0	0	34520	3486	0	0	0	0	244426	474404	4.0	153250.0	3676695.0	96.0	3829945.0		warn	3829945.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	23.010722251080814	Sanger / Illumina 1.9	148.4615238600032	fail	0.0	570.6 Mbp	SRX8694706_val_2.fq.gz	433986	3830848	4.4	3830848	0.6923633270405577	570648692	1216212	574627200	0.0198		0.5483	0.4318	
SRX8694707	386484	0	86.29000244376661	0	0	7577579	8781526	0	0	31854	4349	0	0	0	0	275928	505332	4.4	193242.0	4197521.0	95.6	4390763.0		warn	4390763.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	22.65745074095134	Sanger / Illumina 1.9	148.58482386774236	fail	0.0	654.7 Mbp	SRX8694707_val_2.fq.gz	238333	4391994	4.4	4391994	0.5909693865702002	654905799	1526039	658799100	0.0176		0.5566	0.4258	
SRX8694708	353384	0	85.81409809918019	0	0	7512899	8754854	0	0	55385	4321	0	0	0	0	293615	535250	4.04	176692.0	4200735.0	95.96	4377427.0		warn	4377427.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.08130061549155	Sanger / Illumina 1.9	148.48578742718038	fail	0.0	652.4 Mbp	SRX8694708_val_1.fq.gz	208387	4378565	4.4	4378565	0.6280692418634872	652659687	1537155	656784750	0.0204		0.5562	0.4234	
SRX8694709	271676	0	86.90505399327762	0	0	7374490	8485686	0	0	66200	3943	0	0	0	0	275221	494156	3.2	135838.0	4107005.0	96.8	4242843.0		warn	4242843.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	21-150	150	16.22012816405543	Sanger / Illumina 1.9	148.42477885700697	fail	0.0	632.1 Mbp	SRX8694709_val_1.fq.gz	362379	4243471	4.4	4243471	0.6533767600469835	632361772	1335971	636520650	0.0197		0.5523	0.4281	
SRX8694710	363540	0	87.3614853958103	0	0	9287092	10630648	0	0	70425	5625	0	0	0	0	424252	479714	3.42	181770.0	5133554.0	96.58	5315324.0		warn	5315324.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	17.766515543537466	Sanger / Illumina 1.9	148.50991642278063	fail	0.0	792.1 Mbp	SRX8694710_val_2.fq.gz	236403	5316375	4.4	5316375	0.6634943296262334	792165173	1870491	797456250	0.0124		0.587	0.4006	
SRX8694711	244094	0	87.05937227374416	0	0	7256928	8335608	0	0	112559	4526	0	0	0	0	326602	390899	2.93	122047.0	4045757.0	97.07	4167804.0		warn	4167804.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.415281976442905	Sanger / Illumina 1.9	148.5446506121689	fail	0.0	621.2 Mbp	SRX8694711_val_2.fq.gz	386043	4168553	4.4	4168553	0.6400177711546429	621281028	1301772	625282950	0.0123		0.5759	0.4117	
SRX8694712	484722	0	86.89004669188161	0	0	8613101	9912644	0	0	37503	6316	0	0	0	0	383245	387757	4.89	242361.0	4713961.0	95.11	4956322.0		warn	4956322.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	19.81330661278401	Sanger / Illumina 1.9	148.51484911593718	fail	0.0	738.7 Mbp	SRX8694712_val_2.fq.gz	760620	4957862	4.4	4957862	0.664688932447091	738736146	1537320	743679300	0.0107		0.5657	0.4235	
SRX8694713	319630	0	87.6916729804785	0	0	6784710	7737006	0	0	42754	5384	0	0	0	0	273591	310937	4.13	159815.0	3708688.0	95.87	3868503.0		warn	3868503.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	20.752437881747348	Sanger / Illumina 1.9	148.44126242114845	fail	0.0	576.2 Mbp	SRX8694713_val_2.fq.gz	200199	3869558	4.4	3869558	0.7005194563995853	576367649	1372377	580433700	0.0099		0.5767	0.4134	
SRX8694714	319450	0	87.51044199440719	0	0	7318381	8362866	0	0	37566	5445	0	0	0	0	319308	362716	3.82	159725.0	4021708.0	96.18	4181433.0		warn	4181433.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	19.165589395066878	Sanger / Illumina 1.9	148.54268763842444	fail	0.0	623.2 Mbp	SRX8694714_val_2.fq.gz	202921	4182219	4.4	4182219	0.6529831810975625	623236472	1494618	627332850	0.0117		0.5666	0.4217	
SRX8694715	349736	0	85.8512334303207	0	0	7610183	8864384	0	0	59966	5510	0	0	0	0	369360	469629	3.95	174868.0	4257324.0	96.05	4432192.0		warn	4432192.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.85283232341042	Sanger / Illumina 1.9	148.4707102038901	fail	0.0	660.3 Mbp	SRX8694715_val_2.fq.gz	478194	4433007	4.4	4433007	0.6857130310569478	660391394	1400440	664951050	0.016		0.5631	0.4209	
SRX8694716	322714	0	84.88295608716017	0	0	7009862	8258268	0	0	167626	4830	0	0	0	0	338665	414571	3.91	161357.0	3967777.0	96.09	4129134.0		warn	4129134.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.72496864588609	Sanger / Illumina 1.9	148.39445535068612	fail	0.0	614.9 Mbp	SRX8694716_val_2.fq.gz	590939	4130502	4.4	4130502	0.7489998390833205	614934682	1309778	619575300	0.0135		0.5686	0.4178	
SRX8694717	411714	0	85.50252377139032	0	0	8475477	9912546	0	0	95150	6083	0	0	0	0	412415	511707	4.15	205857.0	4750416.0	95.85	4956273.0		warn	4956273.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.44489628944641	Sanger / Illumina 1.9	148.39126839865358	fail	0.0	738 Mbp	SRX8694717_val_2.fq.gz	237398	4957663	4.4	4957663	0.7358346059423563	738177420	1779673	743649450	0.0151		0.574	0.411	
SRX8694718	358632	0	87.75786445026304	0	0	7472103	8514454	0	0	40973	5353	0	0	0	0	284429	352964	4.21	179316.0	4077911.0	95.79	4257227.0		warn	4257227.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	21-150	150	15.400818850062407	Sanger / Illumina 1.9	148.47465756465417	fail	0.0	634.5 Mbp	SRX8694718_val_1.fq.gz	199514	4258353	4.4	4258353	0.632581501189153	634712317	1513293	638752950	0.0109		0.5586	0.4305	
SRX8694719	357726	0	82.22600225193716	0	0	6817792	8291528	0	0	387303	4942	0	0	0	0	328018	395747	4.31	178863.0	3966901.0	95.69	4145764.0		warn	4145764.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.885969170558216	Sanger / Illumina 1.9	148.39318398249395	fail	0.0	617.5 Mbp	SRX8694719_val_1.fq.gz	555525	4146953	4.4	4146953	0.7186878333722776	617572403	1323404	622042950	0.0128		0.5533	0.4338	
SRX8694720	288162	0	87.46091728336437	0	0	6556875	7496920	0	0	72754	4665	0	0	0	0	280615	293849	3.84	144081.0	3604379.0	96.16	3748460.0		warn	3748460.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.873935346112022	Sanger / Illumina 1.9	148.34315959087198	fail	0.0	558.1 Mbp	SRX8694720_val_1.fq.gz	173754	3749418	4.4	3749418	0.7270826210005571	558323495	1335452	562412700	0.01		0.5861	0.4038	
SRX8694721	325304	0	86.13009104619765	0	0	7191146	8349168	0	0	51568	4260	0	0	0	0	356410	420480	3.9	162652.0	4011932.0	96.1	4174584.0		warn	4174584.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.338705034529257	Sanger / Illumina 1.9	148.3528131186245	fail	0.0	621.7 Mbp	SRX8694721_val_1.fq.gz	527323	4175584	4.4	4175584	0.7270832854358417	621783604	1315832	626337600	0.0142		0.5847	0.4011	
SRX8694722	399578	0	86.90760816932915	0	0	8166369	9396610	0	0	48464	4729	0	0	0	0	371905	405565	4.25	199789.0	4498516.0	95.75	4698305.0		warn	4698305.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	12.750928752577504	Sanger / Illumina 1.9	148.37768663379666	fail	0.0	699.7 Mbp	SRX8694722_val_1.fq.gz	587288	4699736	4.4	4699736	0.722554628600415	699866676	1469479	704960400	0.0116		0.5842	0.4042	
SRX8694723	284540	0	89.27807976759601	0	0	7685466	8608458	0	0	21339	5586	0	0	0	0	277189	334338	3.31	142270.0	4161959.0	96.69	4304229.0		warn	4304229.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.850792781138178	Sanger / Illumina 1.9	148.58722897875555	fail	0.0	642 Mbp	SRX8694723_val_1.fq.gz	193352	4305060	4.4	4305060	0.5590283681683105	642149024	1506996	645759000	0.0092		0.5562	0.4346	
SRX8694724	355230	0	87.55321835441913	0	0	7384755	8434590	0	0	43588	4978	0	0	0	0	291827	354212	4.21	177615.0	4039680.0	95.79	4217295.0		warn	4217295.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.989638331683782	Sanger / Illumina 1.9	148.44755465292326	fail	0.0	628.4 Mbp	SRX8694724_val_1.fq.gz	198126	4218356	4.4	4218356	0.6492211657811716	628645431	1506324	632753400	0.0114		0.558	0.4306	
SRX8694725	338336	0	87.79025622854672	0	0	7700424	8771388	0	0	103887	5130	0	0	0	0	290079	333532	3.86	169168.0	4216526.0	96.14	4385694.0		warn	4385694.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	21-150	150	14.485918654879184	Sanger / Illumina 1.9	148.37978755471767	fail	0.0	653.2 Mbp	SRX8694725_val_1.fq.gz	518759	4386738	4.4	4386738	0.7005952942710506	653400708	1378499	658010700	0.0103		0.5517	0.438	
SRX8694726	377208	0	89.53269320067861	0	0	9347514	10440336	0	0	51394	6254	0	0	0	0	306930	351036	3.61	188604.0	5031564.0	96.39	5220168.0		warn	5220168.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	21-150	150	11.980583876189748	Sanger / Illumina 1.9	148.63306755644646	fail	0.0	778.9 Mbp	SRX8694726_val_1.fq.gz	545009	5221117	4.4	5221117	0.5231985160774345	779070029	1589469	783167550	0.0079		0.5401	0.452	
SRX8694727	370138	0	89.41351719410099	0	0	9662157	10806148	0	0	48296	6787	0	0	0	0	312498	406272	3.43	185069.0	5218005.0	96.57	5403074.0		warn	5403074.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	12.62802330987108	Sanger / Illumina 1.9	148.48059475032176	fail	0.0	805.3 Mbp	SRX8694727_val_1.fq.gz	231689	5404286	4.4	5404286	0.6292816479364711	805541673	1922999	810642900	0.0088		0.5405	0.4507	
