Sample	per_tile_sequence_quality	sequence_length_distribution	Total Sequences	File type	per_sequence_gc_content	%GC	overrepresented_sequences	adapter_content	per_base_sequence_content	per_base_sequence_quality	basic_statistics	per_base_n_content	per_sequence_quality_scores	Sequence length	median_sequence_length	total_deduplicated_percentage	Encoding	avg_sequence_length	sequence_duplication_levels	Sequences flagged as poor quality	Total Bases	Filename
SRX5329186		warn	23989690.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	5.746240645744328	Sanger / Illumina 1.9	99.04160362222271	fail	0.0	2.3 Gbp	SRX5329186_val_2.fq.gz
SRX5329187		warn	27101143.0	Conventional base calls	fail	49.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	10.035477360997238	Sanger / Illumina 1.9	98.84900419144684	fail	0.0	2.6 Gbp	SRX5329187_val_2.fq.gz
SRX5329188		warn	33080807.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	6.879343172899595	Sanger / Illumina 1.9	98.98187646994222	fail	0.0	3.2 Gbp	SRX5329188_val_1.fq.gz
SRX5329189		warn	30632374.0	Conventional base calls	fail	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.015582232760466	Sanger / Illumina 1.9	99.03839349832958	fail	0.0	3 Gbp	SRX5329189_val_1.fq.gz
SRX5329190		warn	36800220.0	Conventional base calls	fail	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	7.325629918999482	Sanger / Illumina 1.9	98.9808080495171	fail	0.0	3.6 Gbp	SRX5329190_val_2.fq.gz
SRX5329191		warn	37378641.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	6.664922987219713	Sanger / Illumina 1.9	98.96736368772744	fail	0.0	3.7 Gbp	SRX5329191_val_2.fq.gz
SRX5329192		warn	33401102.0	Conventional base calls	fail	52.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	8.232545322584192	Sanger / Illumina 1.9	98.47468553582453	fail	0.0	3.2 Gbp	SRX5329192_val_2.fq.gz
SRX5329193		warn	35199560.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.42545547377549	Sanger / Illumina 1.9	98.96041081195334	fail	0.0	3.4 Gbp	SRX5329193_val_2.fq.gz
SRX5329194		warn	36402650.0	Conventional base calls	warn	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.456979590109239	Sanger / Illumina 1.9	99.01768585528801	fail	0.0	3.6 Gbp	SRX5329194_val_2.fq.gz
SRX6700162		warn	37101464.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.938156573205479	Sanger / Illumina 1.9	120.65768625734015	fail	0.0	4.4 Gbp	SRX6700162_val_1.fq.gz
SRX6700163		warn	33936848.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.964268533344622	Sanger / Illumina 1.9	121.31670124461765	fail	0.0	4.1 Gbp	SRX6700163_val_1.fq.gz
SRX6700164		warn	41397919.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.233694040060577	Sanger / Illumina 1.9	119.73847443877554	fail	0.0	4.9 Gbp	SRX6700164_val_1.fq.gz
SRX6700165		warn	42288243.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.804518125550297	Sanger / Illumina 1.9	121.55444670519888	fail	0.0	5.1 Gbp	SRX6700165_val_1.fq.gz
SRX6700166		warn	36483590.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	9.812937655624742	Sanger / Illumina 1.9	119.50268460422892	fail	0.0	4.3 Gbp	SRX6700166_val_1.fq.gz
SRX6700168		warn	39717574.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.520886055643698	Sanger / Illumina 1.9	118.84963998556407	fail	0.0	4.7 Gbp	SRX6700168_val_2.fq.gz
SRX6700169		warn	35086281.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.514336553882195	Sanger / Illumina 1.9	118.45489771343962	fail	0.0	4.1 Gbp	SRX6700169_val_2.fq.gz
SRX6700170		warn	40981955.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.988819200395035	Sanger / Illumina 1.9	120.2483912004686	fail	0.0	4.9 Gbp	SRX6700170_val_1.fq.gz
SRX6700171		warn	44265043.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	10.713330056050223	Sanger / Illumina 1.9	120.75024725492754	fail	0.0	5.3 Gbp	SRX6700171_val_1.fq.gz
SRX6700172		warn	40166194.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	11.667640078184949	Sanger / Illumina 1.9	120.99082728624973	fail	0.0	4.8 Gbp	SRX6700172_val_1.fq.gz
SRX6700173		warn	34976537.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	12.966172055940325	Sanger / Illumina 1.9	121.23119781698229	fail	0.0	4.2 Gbp	SRX6700173_val_1.fq.gz
SRX6700174		warn	40903020.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.58304884840486	Sanger / Illumina 1.9	121.42599204166342	fail	0.0	4.9 Gbp	SRX6700174_val_1.fq.gz
SRX6700175		warn	36455366.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-126	126	9.425719153635995	Sanger / Illumina 1.9	120.8564320270437	fail	0.0	4.4 Gbp	SRX6700175_val_1.fq.gz
SRX6700176		warn	41172219.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	8.632561864869373	Sanger / Illumina 1.9	120.09623610522425	fail	0.0	4.9 Gbp	SRX6700176_val_1.fq.gz
SRX6700177		warn	29225425.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	10.19807517549855	Sanger / Illumina 1.9	121.11009598662808	fail	0.0	3.5 Gbp	SRX6700177_val_1.fq.gz
SRX6700178		warn	29193538.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	10.096180469171085	Sanger / Illumina 1.9	118.41169371112196	fail	0.0	3.4 Gbp	SRX6700178_val_2.fq.gz
SRX6700179		warn	40257068.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.280893133486627	Sanger / Illumina 1.9	118.51173232486778	fail	0.0	4.7 Gbp	SRX6700179_val_2.fq.gz
SRX6700180		warn	47992031.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	7.013783673183799	Sanger / Illumina 1.9	118.21875119225523	fail	0.0	5.6 Gbp	SRX6700180_val_2.fq.gz
SRX6700181		warn	33734197.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.376036699439062	Sanger / Illumina 1.9	118.69242009821666	fail	0.0	4 Gbp	SRX6700181_val_2.fq.gz
SRX6700182		warn	43872257.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	7.276174641626801	Sanger / Illumina 1.9	117.78666429219723	fail	0.0	5.1 Gbp	SRX6700182_val_2.fq.gz
SRX6700183		warn	30100393.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.860168660572805	Sanger / Illumina 1.9	118.42744867151734	fail	0.0	3.5 Gbp	SRX6700183_val_2.fq.gz
SRX6700184		warn	40000921.0	Conventional base calls	pass	47.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.502105090245378	Sanger / Illumina 1.9	118.50451310858567	fail	0.0	4.7 Gbp	SRX6700184_val_2.fq.gz
SRX6700185		warn	38579607.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.755952737443462	Sanger / Illumina 1.9	117.65687755709901	fail	0.0	4.5 Gbp	SRX6700185_val_2.fq.gz
SRX6922015		warn	9452574.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.40588924502787	Sanger / Illumina 1.9	147.5457595994488	fail	0.0	1.3 Gbp	SRX6922015_val_1.fq.gz
SRX6922016		warn	5816088.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	20.3678282261436	Sanger / Illumina 1.9	147.51412925664124	fail	0.0	861.1 Mbp	SRX6922016_val_1.fq.gz
SRX6922017		warn	10722955.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.885660346744707	Sanger / Illumina 1.9	148.11814439210087	fail	0.0	1.5 Gbp	SRX6922017_val_1.fq.gz
SRX6922018		warn	8095995.0	Conventional base calls	warn	47.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	20.60731054172852	Sanger / Illumina 1.9	146.377436250887	fail	0.0	1.1 Gbp	SRX6922018_val_2.fq.gz
SRX6922019		warn	14487747.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.01995554934035	Sanger / Illumina 1.9	147.2656017529848	fail	0.0	2.1 Gbp	SRX6922019_val_2.fq.gz
SRX6922020		warn	8859257.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	21.200666470406716	Sanger / Illumina 1.9	147.16850397273723	fail	0.0	1.3 Gbp	SRX6922020_val_2.fq.gz
SRX6922021		warn	10955372.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.528500700288287	Sanger / Illumina 1.9	147.23093437630416	fail	0.0	1.6 Gbp	SRX6922021_val_2.fq.gz
SRX6922023		warn	8873735.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	20.557507142062374	Sanger / Illumina 1.9	146.25456529860313	fail	0.0	1.3 Gbp	SRX6922023_val_2.fq.gz
SRX6922024		warn	9566852.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.424785848171382	Sanger / Illumina 1.9	146.34825342756426	fail	0.0	1.4 Gbp	SRX6922024_val_2.fq.gz
SRX6922025		warn	9412712.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.33416858217195	Sanger / Illumina 1.9	146.24624582160806	fail	0.0	1.3 Gbp	SRX6922025_val_2.fq.gz
SRX6922026		warn	11927268.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	21.399957156773624	Sanger / Illumina 1.9	144.75873175650955	fail	0.0	1.7 Gbp	SRX6922026_val_2.fq.gz
SRX6922027		warn	11967347.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	21.338341983551558	Sanger / Illumina 1.9	144.5465454457032	fail	0.0	1.7 Gbp	SRX6922027_val_2.fq.gz
SRX6922028		warn	9953569.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.266955913870234	Sanger / Illumina 1.9	147.2537625448721	fail	0.0	1.4 Gbp	SRX6922028_val_1.fq.gz
SRX6922029		warn	9422597.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	17.563259947782097	Sanger / Illumina 1.9	147.99270211811032	fail	0.0	1.3 Gbp	SRX6922029_val_1.fq.gz
SRX7101023		warn	38313501.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	8.78042114993871	Sanger / Illumina 1.9	117.25444866027775	fail	0.0	4.4 Gbp	SRX7101023_val_2.fq.gz
SRX7101024		warn	35152468.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	8.682837829476634	Sanger / Illumina 1.9	112.72233989374516	fail	0.0	3.9 Gbp	SRX7101024_val_2.fq.gz
SRX7101025		warn	36111384.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	8.423515405755618	Sanger / Illumina 1.9	113.79367647609408	fail	0.0	4.1 Gbp	SRX7101025_val_2.fq.gz
SRX7101026		warn	31867022.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	7.852873639121826	Sanger / Illumina 1.9	117.92148036299093	fail	0.0	3.7 Gbp	SRX7101026_val_2.fq.gz
SRX7101027		warn	35873332.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	6.938434203197591	Sanger / Illumina 1.9	114.13648704279825	fail	0.0	4 Gbp	SRX7101027_val_2.fq.gz
SRX7101028		warn	38226772.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	7.348532549468391	Sanger / Illumina 1.9	119.87208388927006	fail	0.0	4.5 Gbp	SRX7101028_val_1.fq.gz
SRX7101029		warn	40827951.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-126	126	9.776819996794027	Sanger / Illumina 1.9	120.51409001642037	fail	0.0	4.9 Gbp	SRX7101029_val_1.fq.gz
SRX7101030		warn	36168561.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.17494141973068	Sanger / Illumina 1.9	118.1650701834668	fail	0.0	4.2 Gbp	SRX7101030_val_2.fq.gz
SRX7101031		warn	34941948.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	9.457563834916355	Sanger / Illumina 1.9	118.30874620957023	fail	0.0	4.1 Gbp	SRX7101031_val_2.fq.gz
SRX7101032		warn	38213581.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.43151341473055	Sanger / Illumina 1.9	118.39910012620906	fail	0.0	4.5 Gbp	SRX7101032_val_2.fq.gz
SRX7101033		warn	37797214.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.582680963527048	Sanger / Illumina 1.9	117.2750111688126	fail	0.0	4.4 Gbp	SRX7101033_val_2.fq.gz
SRX7101034		warn	40113542.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	8.453332234584412	Sanger / Illumina 1.9	117.066607705697	fail	0.0	4.6 Gbp	SRX7101034_val_2.fq.gz
SRX7101035		warn	34143555.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-126	122	19.026767787515407	Sanger / Illumina 1.9	118.25656748396587	fail	0.0	4 Gbp	SRX7101035_val_2.fq.gz
SRX7101036		warn	79149686.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	11.5146764989574	Sanger / Illumina 1.9	110.3971407669261	fail	0.0	8.7 Gbp	SRX7101036_trimmed.fq.gz
SRX7101037		warn	71286230.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	13.321819032948362	Sanger / Illumina 1.9	107.53157280164767	fail	0.0	7.6 Gbp	SRX7101037_trimmed.fq.gz
SRX7101038		warn	79810502.0	Conventional base calls	pass	48.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	11.300749102319118	Sanger / Illumina 1.9	111.60607920997666	fail	0.0	8.8 Gbp	SRX7101038_trimmed.fq.gz
SRX7101039		warn	80913728.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	11.14903701528005	Sanger / Illumina 1.9	109.84260114674237	fail	0.0	8.8 Gbp	SRX7101039_trimmed.fq.gz
SRX7101040		warn	82979739.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	10.514543969402341	Sanger / Illumina 1.9	110.56085147484013	fail	0.0	9.1 Gbp	SRX7101040_trimmed.fq.gz
SRX7101041		warn	69618645.0	Conventional base calls	warn	49.0	pass	pass	fail	pass	pass	pass	pass	20-126	122	12.000325884238842	Sanger / Illumina 1.9	112.56772483865493	fail	0.0	7.8 Gbp	SRX7101041_trimmed.fq.gz
SRX7551986		warn	6752546.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	22.28410629038621	Sanger / Illumina 1.9	147.69705263762734	fail	0.0	1 Gbp	SRX7551986_val_2.fq.gz
SRX7551987		warn	6417511.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	23.073944803593495	Sanger / Illumina 1.9	147.63736828811045	fail	0.0	950.7 Mbp	SRX7551987_val_2.fq.gz
SRX7551988		warn	4261001.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	23.502403359467582	Sanger / Illumina 1.9	147.85587799674303	fail	0.0	632.3 Mbp	SRX7551988_val_1.fq.gz
SRX7551989		warn	5791989.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	21.729545908498558	Sanger / Illumina 1.9	147.92473846203782	fail	0.0	859.9 Mbp	SRX7551989_val_1.fq.gz
SRX7551990		warn	6027975.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	22.71852488479897	Sanger / Illumina 1.9	147.196373740767	fail	0.0	890.3 Mbp	SRX7551990_val_2.fq.gz
SRX7551991		warn	5268866.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	24.47823053915526	Sanger / Illumina 1.9	147.44576764715595	fail	0.0	779.5 Mbp	SRX7551991_val_2.fq.gz
SRX8694706		warn	3829945.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	23.010722251080818	Sanger / Illumina 1.9	148.4615238600032	fail	0.0	570.6 Mbp	SRX8694706_val_2.fq.gz
SRX8694707		warn	4390763.0	Conventional base calls	pass	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	22.65745074095134	Sanger / Illumina 1.9	148.58482386774236	fail	0.0	654.7 Mbp	SRX8694707_val_2.fq.gz
SRX8694708		warn	4377427.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.08130061549155	Sanger / Illumina 1.9	148.48578742718038	fail	0.0	652.4 Mbp	SRX8694708_val_1.fq.gz
SRX8694709		warn	4242843.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	21-150	150	16.22012816405543	Sanger / Illumina 1.9	148.42477885700697	fail	0.0	632.1 Mbp	SRX8694709_val_1.fq.gz
SRX8694710		warn	5315324.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	17.766515543537466	Sanger / Illumina 1.9	148.50991642278063	fail	0.0	792.1 Mbp	SRX8694710_val_2.fq.gz
SRX8694711		warn	4167804.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.415281976442905	Sanger / Illumina 1.9	148.5446506121689	fail	0.0	621.2 Mbp	SRX8694711_val_2.fq.gz
SRX8694712		warn	4956322.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	19.813306612784015	Sanger / Illumina 1.9	148.51484911593718	fail	0.0	738.7 Mbp	SRX8694712_val_2.fq.gz
SRX8694713		warn	3868503.0	Conventional base calls	pass	49.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	20.752437881747348	Sanger / Illumina 1.9	148.44126242114845	fail	0.0	576.2 Mbp	SRX8694713_val_2.fq.gz
SRX8694714		warn	4181433.0	Conventional base calls	warn	48.0	pass	pass	fail	pass	pass	pass	pass	20-150	150	19.165589395066874	Sanger / Illumina 1.9	148.54268763842444	fail	0.0	623.2 Mbp	SRX8694714_val_2.fq.gz
SRX8694715		warn	4432192.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.85283232341042	Sanger / Illumina 1.9	148.4707102038901	fail	0.0	660.3 Mbp	SRX8694715_val_2.fq.gz
SRX8694716		warn	4129134.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	19.72496864588609	Sanger / Illumina 1.9	148.39445535068612	fail	0.0	614.9 Mbp	SRX8694716_val_2.fq.gz
SRX8694717		warn	4956273.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	18.444896289446415	Sanger / Illumina 1.9	148.39126839865358	fail	0.0	738 Mbp	SRX8694717_val_2.fq.gz
SRX8694718		warn	4257227.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	21-150	150	15.400818850062409	Sanger / Illumina 1.9	148.47465756465417	fail	0.0	634.5 Mbp	SRX8694718_val_1.fq.gz
SRX8694719		warn	4145764.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.885969170558216	Sanger / Illumina 1.9	148.39318398249395	fail	0.0	617.5 Mbp	SRX8694719_val_1.fq.gz
SRX8694720		warn	3748460.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.873935346112022	Sanger / Illumina 1.9	148.34315959087198	fail	0.0	558.1 Mbp	SRX8694720_val_1.fq.gz
SRX8694721		warn	4174584.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.338705034529257	Sanger / Illumina 1.9	148.3528131186245	fail	0.0	621.7 Mbp	SRX8694721_val_1.fq.gz
SRX8694722		warn	4698305.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	12.750928752577503	Sanger / Illumina 1.9	148.37768663379666	fail	0.0	699.7 Mbp	SRX8694722_val_1.fq.gz
SRX8694723		warn	4304229.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.850792781138178	Sanger / Illumina 1.9	148.58722897875555	fail	0.0	642 Mbp	SRX8694723_val_1.fq.gz
SRX8694724		warn	4217295.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	14.989638331683782	Sanger / Illumina 1.9	148.44755465292326	fail	0.0	628.4 Mbp	SRX8694724_val_1.fq.gz
SRX8694725		warn	4385694.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	21-150	150	14.485918654879185	Sanger / Illumina 1.9	148.37978755471767	fail	0.0	653.2 Mbp	SRX8694725_val_1.fq.gz
SRX8694726		warn	5220168.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	21-150	150	11.980583876189748	Sanger / Illumina 1.9	148.63306755644646	fail	0.0	778.9 Mbp	SRX8694726_val_1.fq.gz
SRX8694727		warn	5403074.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	12.628023309871079	Sanger / Illumina 1.9	148.48059475032176	fail	0.0	805.3 Mbp	SRX8694727_val_1.fq.gz
SRX8694728		warn	5241586.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	16.55947775441648	Sanger / Illumina 1.9	148.56612006366012	fail	0.0	781.4 Mbp	SRX8694728_val_2.fq.gz
SRX8694729		warn	12543259.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-150	150	10.998888399108862	Sanger / Illumina 1.9	148.58303770973717	fail	0.0	1.8 Gbp	SRX8694729_val_2.fq.gz
